MATCH_DATE,HOME_TEAM,AWAY_TEAM,A Win,B Win,Home Win,H_PLUS_MINUS_LS,A_PLUS_MINUS_LS,H_AVG_ODDS_L5,H_PLUS_MINUS_L5,A_PLUS_MINUS_L5,A_AVG_ODDS_L5,LS_PPG_DIFF,LS_FGPCT_DIFF,LS_FTPCT_DIFF,LS_TPPCT_DIFF,LS_OFF_REB_DIFF,LS_ASSIST_DIFF,LS_STEALS_DIFF,LS_TURNOVERS_DIFF,LS_BLOCKS_DIFF,L5_PPG_DIFF,L5_FGPCT_DIFF,L5_FTPCT_DIFF,L5_TPPCT_DIFF,L5_OFF_REB_DIFF,L5_ASSIST_DIFF,L5_STEALS_DIFF,L5_TURNOVERS_DIFF,L5_BLOCKS_DIFF
2017-01-07,Boston Celtics,Philadelphia 76ers,1.13,6.25,1,3.21,-3.79,-308,5.40,-1.20,533,2.09,-0.04,-0.06,-0.06,2.00,2.34,1.25,0.56,0.30,6.60,0.40,2.80,3.60,-2.20,7.20,-2.00,-3.80,0.80
2017-01-07,Brooklyn Nets,Cleveland Cavaliers,8.00,1.09,0,-7.23,-1.66,287,-2.20,5.20,-42,-2.98,0.06,0.06,0.02,-0.84,-0.33,1.51,1.37,-1.50,-0.60,1.80,-3.00,-9.00,0.80,2.00,-1.40,5.20,3.20
2017-01-07,Milwaukee Bucks,New York Knicks,1.45,2.90,0,-8.89,1.72,-77.4,6.40,-9.80,595,-1.81,0.01,0.15,0.03,0.97,-2.06,0.66,-0.10,-2.13,6.20,7.60,-7.40,10.20,-2.40,6.80,-0.20,-0.40,0.20
2017-01-07,Los Angeles Lakers,Miami Heat,1.71,2.20,1,-0.88,3.52,126,0.00,-4.00,247,2.14,-0.02,-0.01,-0.03,3.04,-0.61,1.35,2.91,-0.37,10.00,2.00,7.00,1.80,2.80,-3.40,0.60,-2.80,-4.60
2017-01-07,Golden State Warriors,Memphis Grizzlies,1.08,8.50,0,0.74,1.89,-3150,13.00,-5.80,-67,0.24,0.00,-0.07,0.01,1.68,-1.00,-1.87,-1.15,-1.32,12.00,6.80,4.80,4.60,-0.60,8.00,0.80,5.60,1.80
2017-01-07,Sacramento Kings,LA Clippers,2.20,1.71,0,-1.16,4.28,-221,2.40,-14.00,75,-2.67,-0.06,0.00,-0.05,1.66,0.64,-0.34,0.83,-0.57,6.00,6.20,0.20,7.00,-2.20,1.40,2.00,1.40,0.40
2017-01-08,Indiana Pacers,New York Knicks,1.32,3.60,1,1.71,1.72,-223,6.00,-6.20,293,2.84,0.10,0.21,0.10,0.51,1.04,2.44,1.61,-1.51,3.20,5.20,2.60,1.60,-3.40,1.80,-0.60,-0.20,0.40
2017-01-08,Boston Celtics,New Orleans Pelicans,1.38,3.20,1,3.21,-2.33,-408,4.60,-5.40,300,7.31,-0.01,-0.02,-0.01,0.31,3.72,0.35,0.45,0.24,11.40,6.60,20.40,2.80,-2.80,4.40,-0.20,3.20,0.60
2017-01-08,Chicago Bulls,Toronto Raptors,2.00,1.83,1,2.46,-5.97,-182,-3.20,-6.60,-102,1.09,-0.05,-0.03,-0.03,-2.80,-0.05,-0.85,-4.87,1.13,0.00,0.00,0.60,-7.20,3.60,6.20,-1.60,0.20,0.40
2017-01-08,Oklahoma City Thunder,Denver Nuggets,1.28,4.00,1,-4.13,-2.03,-243,10.40,-6.60,207,-1.68,0.07,0.01,0.04,1.33,1.11,1.29,2.28,2.04,1.40,1.80,-2.40,-1.00,-2.80,-2.40,2.60,-1.40,2.60
2017-01-08,Minnesota Timberwolves,Utah Jazz,2.70,1.53,0,-3.54,0.53,-144,5.60,-7.00,123,-2.64,0.11,0.21,0.04,-1.71,2.05,1.10,0.87,0.01,11.00,2.80,7.00,6.80,-0.20,7.00,2.80,-1.40,1.00
2017-01-08,Dallas Mavericks,Atlanta Hawks,2.05,1.80,0,5.72,2.84,-15,-1.00,2.60,36,1.90,-0.04,-0.11,-0.02,2.15,-2.53,-1.92,-1.72,-2.20,-4.00,-3.40,6.20,1.40,-2.60,-4.20,-1.00,-3.00,0.40
2017-01-08,San Antonio Spurs,Charlotte Hornets,1.13,6.50,1,-10.13,-6.92,-604,19.40,3.40,-56,-1.31,-0.03,-0.08,-0.03,-0.80,-0.84,0.77,1.48,1.90,0.20,4.80,-7.60,6.00,2.40,3.40,0.20,3.60,3.80
2017-01-08,Brooklyn Nets,Philadelphia 76ers,1.87,1.95,0,-7.23,-3.79,394,-4.80,-5.60,498,-4.13,0.04,0.05,0.02,0.96,0.59,-0.19,1.62,-0.14,-0.80,-1.80,-4.00,-3.20,0.00,-2.60,-2.40,1.60,-0.80
2017-01-08,Milwaukee Bucks,Washington Wizards,2.00,1.83,0,-8.89,-2.05,-90.4,6.20,-7.40,129,-8.74,-0.06,0.05,-0.05,0.15,-6.13,-1.72,-2.49,-0.41,8.80,3.20,-8.80,15.80,1.60,2.40,1.20,-1.60,2.40
2017-01-08,LA Clippers,Miami Heat,1.22,4.75,1,4.28,3.52,9,3.80,-8.60,238,0.83,0.08,0.10,0.06,-0.04,0.24,-0.03,0.36,0.13,5.40,2.60,5.00,6.80,-2.00,-4.60,-1.00,1.40,-1.20
2017-01-08,Toronto Raptors,Houston Rockets,2.15,1.74,0,-5.97,8.65,-770,10.40,6.60,-186,-11.66,0.08,0.19,0.03,1.48,-6.70,-0.33,1.90,-2.10,3.20,1.20,2.60,5.40,4.00,-5.40,0.00,-4.60,1.20
2017-01-09,Memphis Grizzlies,Utah Jazz,1.71,2.20,1,1.89,0.53,-37,4.80,-0.60,-65,-3.54,0.02,0.05,-0.01,-1.33,-0.50,2.00,-0.07,0.48,1.80,-3.40,0.60,0.80,2.60,1.00,1.00,-1.60,0.40
2017-01-09,Phoenix Suns,Cleveland Cavaliers,4.50,1.24,0,-2.27,-1.66,75,-1.00,0.40,-186,-3.29,0.01,0.05,-0.02,-1.00,-2.00,-0.30,-0.58,0.17,-0.40,4.40,-3.20,2.20,4.40,3.40,-0.60,3.80,3.00
2017-01-09,Portland Trail Blazers,Detroit Pistons,1.59,2.50,0,7.22,-2.58,-50,-0.60,-6.60,-76,7.58,-0.05,-0.13,-0.05,1.33,0.05,-0.12,0.90,1.17,1.20,-0.40,-6.80,9.60,-2.20,1.80,0.60,1.80,0.20
2017-01-09,Sacramento Kings,Golden State Warriors,6.75,1.12,0,-1.16,0.74,-117,-4.00,6.60,-684,0.08,0.04,0.11,0.02,-1.61,3.66,1.29,0.86,1.32,-9.40,-0.60,-2.60,-0.80,1.80,-7.80,-3.80,-2.00,-1.00
2017-01-09,Los Angeles Lakers,Orlando Magic,1.71,2.20,1,-0.88,-4.08,74,3.60,1.00,196,3.97,-0.04,-0.15,-0.02,1.92,-1.20,2.01,1.02,0.61,-7.00,-2.00,-2.80,2.00,4.20,-6.40,0.20,-0.40,-3.40
2017-01-10,New York Knicks,New Orleans Pelicans,1.63,2.40,0,1.72,-2.33,-99.8,0.00,-7.40,323,1.77,-0.02,-0.12,-0.03,-1.43,-0.15,-2.13,-0.01,2.02,9.40,3.80,11.60,3.20,3.20,-3.40,1.80,4.20,0.60
2017-01-10,Chicago Bulls,Oklahoma City Thunder,2.00,1.83,0,2.46,-4.13,-126,-0.20,-7.80,93,2.88,-0.08,-0.03,-0.02,-1.78,-2.06,-1.01,-3.09,-0.80,4.00,-3.00,11.00,1.20,2.60,4.20,3.00,-0.40,-0.20
2017-01-10,Minnesota Timberwolves,Dallas Mavericks,1.54,2.65,1,-3.54,5.72,-58,3.80,-0.20,495,-1.37,0.14,0.28,0.08,-0.43,0.97,1.04,2.08,0.68,3.20,1.20,-0.60,9.00,1.80,2.00,-2.00,2.20,0.20
2017-01-11,Washington Wizards,Chicago Bulls,1.11,7.00,1,-2.05,2.46,-135,9.60,-8.00,146.4,4.17,0.07,-0.01,0.04,1.95,3.36,1.86,3.90,-0.44,14.00,9.20,3.00,14.00,-4.00,6.00,1.00,3.40,1.40
2017-01-11,Toronto Raptors,Boston Celtics,1.45,2.90,1,-5.97,3.21,-647,6.20,3.80,-65.2,-3.87,0.04,0.03,0.05,-0.07,-3.12,-1.11,2.91,-0.62,3.80,4.00,-5.20,13.80,2.60,-3.00,-2.20,1.80,2.00
2017-01-11,Brooklyn Nets,Atlanta Hawks,4.20,1.26,0,-7.23,2.84,392,-8.80,5.20,-16,-3.23,0.09,0.14,0.07,2.23,-2.61,-1.23,0.13,-2.04,1.40,1.60,1.80,-5.00,-2.80,-2.40,-4.00,6.80,1.40
2017-01-11,Houston Rockets,Charlotte Hornets,1.20,5.00,1,8.65,-6.92,-780,11.80,-1.60,30,14.07,-0.09,-0.20,-0.03,-0.41,5.51,0.56,0.19,1.87,14.20,2.20,-11.60,0.00,0.00,5.80,1.40,2.00,1.00
2017-01-11,San Antonio Spurs,Milwaukee Bucks,1.17,5.50,0,-10.13,-8.89,-584,20.20,4.80,67,-0.24,0.02,-0.08,0.02,-1.17,3.16,1.25,2.86,1.86,3.80,-1.00,7.40,1.00,3.20,-0.20,1.40,1.60,2.80
2017-01-11,Utah Jazz,Cleveland Cavaliers,2.00,1.83,1,0.53,-1.66,-813,3.60,2.80,-322,3.43,-0.04,-0.12,-0.04,0.35,-1.31,0.77,0.73,-0.98,-15.20,3.00,-9.80,1.20,-1.20,1.40,-2.20,0.60,1.40
2017-01-11,Los Angeles Lakers,Portland Trail Blazers,2.20,1.71,0,-0.88,7.22,9,7.20,-13.60,519,-3.51,0.03,0.00,0.03,-0.97,-0.56,2.59,0.24,-0.74,8.00,1.00,-4.20,10.20,3.40,2.40,-1.00,-1.20,-2.20
2017-01-11,Golden State Warriors,Miami Heat,1.05,11.00,1,0.74,3.52,-3150,5.20,-9.20,271,-1.91,-0.02,-0.01,-0.01,3.23,-2.79,-1.66,0.32,-1.76,20.60,8.00,6.40,8.40,-2.60,8.60,0.60,2.00,-0.80
2017-01-11,Sacramento Kings,Detroit Pistons,1.67,2.30,1,-1.16,-2.58,19,-7.20,-8.40,-2,0.09,0.02,-0.02,0.01,-1.05,0.97,0.75,-0.58,0.37,-2.80,-0.60,5.20,5.00,-1.80,2.60,0.20,2.40,-0.20
2017-01-12,Philadelphia 76ers,New York Knicks,2.10,1.77,1,-3.79,1.72,77,-6.40,-6.40,315,3.46,0.05,0.16,0.08,-0.26,1.53,1.23,-0.10,-2.09,-8.00,-1.60,0.40,-7.00,1.40,-0.40,-0.60,1.60,-0.20
2017-01-12,Oklahoma City Thunder,Memphis Grizzlies,1.54,2.65,1,-4.13,1.89,-284,12.80,-2.00,114,-2.31,0.07,0.05,0.02,0.08,2.13,-0.76,0.77,0.75,3.60,3.60,1.20,-3.00,-1.60,-1.80,0.00,2.00,2.80
2017-01-12,Minnesota Timberwolves,Houston Rockets,2.40,1.63,1,-3.54,8.65,-54,6.40,7.60,-185,-10.23,0.14,0.30,0.05,0.00,-4.28,-0.31,0.29,-1.40,-16.80,-1.20,0.00,0.80,0.80,-0.60,1.40,0.80,-0.60
2017-01-12,Boston Celtics,Washington Wizards,1.43,2.95,1,3.21,-2.05,-414,7.40,-5.80,70,-1.39,-0.06,0.00,-0.06,0.92,-0.20,0.10,-1.93,-0.06,13.20,0.00,8.80,21.60,2.80,4.60,-1.00,0.20,2.60
2017-01-12,LA Clippers,Orlando Magic,1.15,5.75,1,4.28,-4.08,-108,5.20,-4.40,156,2.66,0.06,-0.05,0.06,-1.16,-0.36,0.62,-1.53,1.12,-6.60,1.40,-4.40,4.80,-3.60,-4.60,-0.40,1.40,0.60
2017-01-12,Portland Trail Blazers,Cleveland Cavaliers,3.00,1.42,1,7.22,-1.66,-35,-0.60,0.00,-314,7.70,-0.05,-0.13,-0.08,1.47,-0.08,1.31,1.86,0.30,-2.80,3.00,-15.00,3.60,-1.60,8.40,-1.80,0.40,1.20
2017-01-12,Denver Nuggets,Indiana Pacers,2.60,1.56,1,-2.03,1.71,-191,-7.20,0.40,157,-1.28,-0.08,-0.09,-0.08,-1.19,0.61,-2.20,-2.30,-1.01,4.00,1.00,1.60,-1.00,0.20,4.20,-2.20,1.80,-1.00
2017-01-13,Brooklyn Nets,New Orleans Pelicans,1.71,2.20,0,-7.23,-2.33,276,-9.60,-0.20,231,1.10,0.08,0.09,0.07,-0.72,1.96,-1.08,1.51,-0.21,0.20,1.00,7.60,-8.80,-1.80,-5.20,-1.60,7.00,-0.60
2017-01-13,New York Knicks,Chicago Bulls,1.67,2.30,1,1.72,2.46,-93.8,-4.20,-6.20,290,-2.77,0.00,-0.10,-0.04,1.13,-0.70,-0.52,1.51,1.28,5.20,1.80,-2.60,5.00,1.60,-0.20,-1.00,2.40,2.00
2017-01-13,San Antonio Spurs,Los Angeles Lakers,1.06,10.50,1,-10.13,-0.88,-611,16.00,-10.20,479,-8.54,0.01,0.05,0.01,-2.26,-0.71,-1.51,0.50,0.89,4.20,5.60,-2.00,3.00,0.80,3.40,1.80,1.00,3.40
2017-01-13,Phoenix Suns,Dallas Mavericks,2.20,1.71,0,-2.27,5.72,87,1.20,-2.20,487,-5.45,0.08,0.24,0.05,-0.08,-1.75,-1.13,-0.10,1.83,12.40,3.20,-1.40,3.20,3.80,-1.80,0.80,3.80,2.80
2017-01-13,Golden State Warriors,Detroit Pistons,1.06,10.00,1,0.74,-2.58,-3440,5.60,-6.80,48,0.01,-0.03,-0.13,-0.01,0.56,-2.69,-0.54,-1.45,-0.95,16.00,4.20,4.80,4.40,-2.40,11.20,-2.20,1.20,0.00
2017-01-14,Philadelphia 76ers,Charlotte Hornets,2.80,1.48,1,-3.79,-6.92,35,-4.40,-2.60,165,4.20,-0.01,0.01,0.01,-0.86,-0.42,0.08,-1.38,0.09,-12.60,-7.20,-6.60,-9.80,5.40,-1.60,1.80,3.80,1.20
2017-01-14,Toronto Raptors,Brooklyn Nets,1.04,12.00,1,-5.97,-7.23,-619,3.40,-13.80,729,2.34,-0.05,-0.07,-0.03,0.96,-1.36,0.33,1.84,-0.17,13.60,5.00,-1.80,7.60,3.60,-2.80,1.60,-4.60,0.80
2017-01-14,Milwaukee Bucks,Miami Heat,1.28,4.00,1,-8.89,3.52,-50,2.80,-11.00,391,-6.16,-0.02,0.12,-0.03,1.96,-4.47,-1.41,0.55,-1.33,12.60,7.40,2.20,10.60,-2.60,4.60,1.60,-0.20,0.20
2017-01-14,Houston Rockets,Memphis Grizzlies,1.29,3.90,0,8.65,1.89,-660,10.00,-1.60,91,11.14,-0.04,-0.14,0.00,-0.38,6.82,-0.59,0.65,0.93,13.20,3.80,0.00,-0.20,-3.00,3.20,-0.80,2.00,2.00
2017-01-14,Minnesota Timberwolves,Oklahoma City Thunder,2.10,1.77,1,-3.54,-4.13,-49,6.40,-7.20,105,3.21,0.03,0.11,0.03,-0.45,0.41,-0.14,0.17,-1.22,1.20,4.80,1.60,8.00,-1.00,7.80,2.40,2.80,-0.60
2017-01-14,Atlanta Hawks,Boston Celtics,1.63,2.40,0,2.84,3.21,-100,-0.60,0.20,6.8,-2.98,-0.01,-0.03,0.01,-3.26,0.86,-0.21,0.93,1.60,-12.00,-2.40,-18.40,2.20,3.20,1.00,-2.40,2.00,1.00
2017-01-14,Portland Trail Blazers,Orlando Magic,1.32,3.60,0,7.22,-4.08,-16,6.60,-7.40,222,7.48,-0.07,-0.15,-0.05,2.88,-0.65,-0.58,0.78,1.35,6.40,4.20,-2.00,10.60,-2.60,1.80,-1.00,0.40,0.60
2017-01-14,Sacramento Kings,Cleveland Cavaliers,3.50,1.33,0,-1.16,-1.66,62,-6.40,0.00,-400,0.21,0.02,-0.02,-0.02,-0.91,0.84,2.18,0.38,-0.50,-6.20,1.80,0.20,6.00,-2.40,5.60,-0.40,-0.20,0.40
2017-01-14,Utah Jazz,Detroit Pistons,1.14,6.00,1,0.53,-2.58,-633,4.60,-4.60,205,3.31,-0.04,-0.12,-0.01,0.21,-1.19,-0.66,-0.23,-0.11,-9.80,-0.40,-4.60,7.80,-1.00,1.80,-3.60,0.80,-1.20
2017-01-14,LA Clippers,Los Angeles Lakers,1.11,7.00,1,4.28,-0.88,-204,7.40,-16.00,389,-1.31,0.10,0.10,0.08,-3.08,0.84,-1.39,-2.55,0.50,3.20,4.80,-9.80,0.20,-1.60,2.20,-0.40,2.80,0.80
2017-01-14,Chicago Bulls,New Orleans Pelicans,1.61,2.45,1,2.46,-2.33,-80,-4.20,4.20,135,4.53,-0.02,-0.01,0.02,-2.56,0.55,-1.61,-1.52,0.74,4.00,-2.00,14.00,-9.00,4.40,-1.40,0.20,1.00,-0.20
2017-01-14,Phoenix Suns,San Antonio Spurs,8.00,1.09,1,-2.27,-10.13,70,3.00,8.60,-178,1.06,0.02,0.13,0.02,0.75,-0.66,-2.69,-3.18,-0.28,-1.40,1.20,-5.60,-2.00,1.00,-3.20,-0.40,5.80,-0.20
2017-01-15,Washington Wizards,Philadelphia 76ers,1.17,5.50,1,-2.05,-3.79,-352,8.60,-2.20,435,3.47,0.02,-0.06,0.00,1.07,2.54,1.16,2.49,0.37,6.20,9.40,-3.40,12.00,-0.80,4.60,-1.20,2.20,0.00
2017-01-15,Utah Jazz,Orlando Magic,1.13,6.50,1,0.53,-4.08,-701,11.40,-4.00,242,3.21,-0.07,-0.14,-0.01,1.76,-1.88,-1.12,-0.35,0.07,-5.20,4.00,-12.40,9.20,-2.80,-4.60,0.60,1.40,0.00
2017-01-15,Dallas Mavericks,Minnesota Timberwolves,1.91,1.91,1,5.72,-3.54,-32,-2.00,-3.00,88,1.37,-0.14,-0.28,-0.08,0.43,-0.97,-1.04,-2.08,-0.68,1.00,-1.00,2.40,5.60,-6.00,-2.60,-1.00,-1.60,1.00
2017-01-15,Toronto Raptors,New York Knicks,1.17,5.50,1,-5.97,1.72,-1061,8.00,-5.80,252,1.67,0.05,0.13,0.07,1.67,0.75,1.37,3.37,-2.40,9.80,2.80,0.00,7.20,3.80,-4.60,2.20,-1.20,0.80
2017-01-15,Atlanta Hawks,Milwaukee Bucks,1.57,2.55,1,2.84,-8.89,-104,0.60,6.20,129,4.37,-0.01,-0.08,0.00,-2.50,6.79,1.61,1.49,1.95,-8.40,-11.00,-1.20,-13.60,4.80,-5.00,0.80,0.60,-0.80
2017-01-15,Brooklyn Nets,Houston Rockets,10.50,1.06,0,-7.23,8.65,201,-11.80,2.00,-168,-14.00,0.12,0.26,0.06,0.52,-5.34,-0.66,0.05,-1.92,-16.40,-4.00,-5.40,-8.60,-1.20,-5.40,-1.60,3.00,1.00
2017-01-16,Sacramento Kings,Oklahoma City Thunder,2.05,1.80,0,-1.16,-4.13,91,-6.00,-2.40,59,2.63,-0.02,-0.01,0.00,-0.01,0.52,0.17,-1.05,-0.75,-0.60,1.40,1.80,11.00,-4.00,1.60,0.80,2.80,-1.00
2017-01-16,Memphis Grizzlies,Chicago Bulls,1.24,4.40,0,1.89,2.46,-23,7.40,-6.80,284,-0.57,0.02,-0.02,-0.01,1.69,-0.07,1.77,2.32,0.04,0.80,0.60,0.40,7.20,-1.20,0.40,1.00,-2.40,0.60
2017-01-16,Los Angeles Lakers,Detroit Pistons,2.10,1.77,0,-0.88,-2.58,68,5.40,-9.80,280,4.07,-0.02,-0.13,-0.02,0.37,-0.51,2.47,1.15,0.43,9.00,-1.00,-1.20,5.00,4.40,6.40,-2.80,-3.00,-1.60
2017-01-16,New York Knicks,Atlanta Hawks,2.15,1.74,0,1.72,2.84,-87.8,-3.40,9.00,-134,-2.56,0.00,-0.07,-0.03,1.52,-4.73,-2.27,-1.39,0.19,1.40,0.40,3.40,-2.00,4.80,-4.20,-3.80,1.40,-0.80
2017-01-16,Washington Wizards,Portland Trail Blazers,1.59,2.50,1,-2.05,7.22,-440,10.80,-0.40,311,-3.07,0.08,0.08,0.08,-2.20,1.70,1.55,0.37,-1.29,3.20,4.20,2.00,17.60,1.20,2.40,0.20,4.20,-1.20
2017-01-16,Milwaukee Bucks,Philadelphia 76ers,1.24,4.40,0,-8.89,-3.79,-150,5.60,-5.00,464,-5.26,-0.04,-0.01,-0.05,1.23,-3.59,-0.56,0.00,-0.05,7.60,7.80,2.00,11.80,-2.80,3.40,1.20,-1.60,1.20
2017-01-16,Indiana Pacers,New Orleans Pelicans,1.48,2.80,1,1.71,-2.33,-244,8.40,-0.40,195,4.61,0.08,0.09,0.07,-0.92,0.89,0.32,1.60,0.51,14.20,4.60,14.00,3.60,0.60,1.40,-0.80,1.40,-1.40
2017-01-16,Denver Nuggets,Orlando Magic,1.42,3.00,1,-2.03,-4.08,-107,-1.40,-2.80,312,-0.96,-0.05,-0.05,-0.03,-0.82,-1.36,-1.17,-1.93,-0.74,10.20,5.20,13.40,2.20,-1.40,5.00,-0.80,-1.00,0.00
2017-01-17,Boston Celtics,Charlotte Hornets,1.45,2.90,1,3.21,-6.92,-391,7.20,-8.20,160,6.28,-0.05,-0.04,-0.05,1.14,1.93,1.33,-0.82,0.39,11.80,5.80,-1.60,14.60,0.40,6.00,-0.60,0.60,2.60
2017-01-17,Golden State Warriors,Cleveland Cavaliers,1.26,4.20,1,0.74,-1.66,-2160,7.80,0.00,-436,0.13,-0.02,-0.13,-0.04,0.70,-2.81,0.89,-0.49,-1.82,14.20,7.00,-3.20,5.80,-3.20,12.80,0.80,-0.40,2.00
2017-01-17,Phoenix Suns,Utah Jazz,3.30,1.37,0,-2.27,0.53,262,2.20,-2.80,2,-6.72,0.05,0.17,0.02,-1.36,-0.68,-1.07,-1.31,1.16,11.80,4.80,3.60,5.80,2.60,1.20,0.60,4.80,0.20
2017-01-17,LA Clippers,Oklahoma City Thunder,1.26,4.20,1,4.28,-4.13,-417,11.40,-0.80,14,5.30,0.04,-0.01,0.05,-1.67,-0.11,0.51,-1.88,-0.19,-1.00,2.60,-6.00,7.60,-4.80,2.40,-2.00,-0.20,1.40
2017-01-18,Brooklyn Nets,Toronto Raptors,4.50,1.24,0,-7.23,-5.97,343,-14.40,-8.40,-56,-2.34,0.05,0.07,0.03,-0.96,1.36,-0.33,-1.84,0.17,-3.60,0.00,-7.60,-2.60,-1.80,7.00,-2.60,5.40,-1.00
2017-01-18,Miami Heat,Houston Rockets,3.65,1.31,1,3.52,8.65,27,-5.80,8.20,-496,-8.98,0.06,0.08,0.02,-1.18,-5.04,0.37,-2.12,-0.49,-12.40,0.20,-8.80,3.40,-3.00,-4.00,-2.00,-1.40,1.20
2017-01-18,Chicago Bulls,Dallas Mavericks,1.48,2.80,0,2.46,5.72,-3,-3.00,-1.60,429,-1.70,0.04,0.14,0.03,-1.75,-1.49,0.16,-1.17,1.11,5.80,-4.80,1.40,-3.60,7.60,-3.00,0.80,-0.40,1.00
2017-01-18,San Antonio Spurs,Minnesota Timberwolves,1.09,8.00,1,-10.13,-3.54,-791,19.80,-6.80,35,-5.14,-0.08,-0.18,-0.04,-0.39,-2.07,0.52,1.00,1.43,15.40,6.00,4.60,15.40,-2.40,5.40,-1.20,1.00,5.20
2017-01-18,Los Angeles Lakers,Denver Nuggets,1.95,1.87,0,-0.88,-2.03,26,6.20,-11.20,292,4.93,0.01,-0.10,0.01,2.74,0.16,3.18,2.95,1.35,2.60,2.80,-8.20,3.60,-5.20,0.40,-2.00,-2.20,1.40
2017-01-19,Philadelphia 76ers,Toronto Raptors,2.95,1.43,1,-3.79,-5.97,95,-0.40,-4.40,-225,1.79,0.01,0.02,0.01,-1.93,0.78,-0.15,-3.47,0.32,-7.80,-4.20,-1.60,-5.20,3.00,7.80,-0.80,3.00,0.20
2017-01-19,Washington Wizards,Memphis Grizzlies,1.74,2.15,1,-2.05,1.89,-438,13.40,-3.40,174,4.74,0.05,0.02,0.04,0.25,3.44,0.09,1.57,-0.48,3.80,7.40,8.60,16.60,-1.60,1.40,-0.40,2.60,2.60
2017-01-19,Charlotte Hornets,Portland Trail Blazers,1.42,3.00,1,-6.92,7.22,-183,4.80,-3.20,364,-10.74,0.07,0.13,0.07,-2.42,-0.42,0.31,-0.74,-1.75,5.60,-1.40,5.80,0.00,3.80,4.00,-1.80,-3.60,2.00
2017-01-19,Boston Celtics,New York Knicks,1.20,5.00,0,3.21,1.72,-335,8.60,-6.40,314,5.55,0.01,0.10,0.02,1.74,3.87,2.48,0.46,-1.78,4.40,1.60,11.20,9.60,0.00,3.60,-1.40,0.20,0.20
2017-01-19,New Orleans Pelicans,Orlando Magic,1.42,3.00,1,-2.33,-4.08,-110,4.40,-7.80,321,-4.29,-0.04,-0.05,-0.03,1.29,-2.86,0.71,-1.23,-0.24,-4.60,-1.60,1.40,6.80,-1.20,-2.40,0.80,-4.20,2.00
2017-01-19,Houston Rockets,Milwaukee Bucks,1.38,3.20,1,8.65,-8.89,-600,4.20,-1.40,133,15.13,-0.04,-0.20,0.01,-0.78,9.51,1.04,1.57,1.83,9.40,-6.60,0.20,-9.00,-0.80,-0.40,-0.40,-2.00,-1.20
2017-01-19,Detroit Pistons,Atlanta Hawks,2.20,1.71,1,-2.58,2.84,-101,-3.80,12.00,-134,-0.14,0.04,0.08,0.03,3.21,-2.41,-1.32,-0.28,-1.42,2.40,-0.20,-3.80,-4.40,2.80,2.00,-3.20,-1.20,-1.20
2017-01-19,Golden State Warriors,Oklahoma City Thunder,1.05,11.00,1,0.74,-4.13,-1636,13.20,-3.00,55,2.55,-0.07,-0.12,-0.01,1.60,-3.14,-1.12,-1.92,-2.07,14.60,5.00,-3.20,10.20,-5.40,11.20,1.20,0.60,2.40
2017-01-19,Sacramento Kings,Indiana Pacers,1.69,2.25,0,-1.16,1.71,180,-5.80,-8.20,87,-0.33,-0.04,-0.08,-0.04,0.13,2.25,-0.74,-1.08,0.28,-0.80,-0.20,-4.40,0.00,1.40,-2.40,0.40,3.60,-0.60
2017-01-20,Cleveland Cavaliers,Phoenix Suns,1.11,7.00,1,-1.66,-2.27,-945,4.60,-9.20,441,3.29,-0.01,-0.05,0.02,1.00,2.00,0.30,0.58,-0.17,7.40,0.00,-3.60,-3.40,0.00,4.60,0.40,-1.40,-0.80
2017-01-20,Miami Heat,Dallas Mavericks,1.77,2.10,1,3.52,5.72,50,-2.60,0.00,432,-0.11,0.07,0.06,0.05,-1.62,0.22,1.72,-0.32,1.59,8.40,1.00,-8.20,1.60,0.40,-3.80,0.00,-0.20,0.20
2017-01-20,New York Knicks,Washington Wizards,2.05,1.80,0,1.72,-2.05,-44,-2.60,-9.60,77,-6.93,-0.07,-0.10,-0.08,-0.82,-4.07,-2.38,-2.39,1.72,1.40,0.60,-7.40,4.80,5.80,-4.40,-1.00,1.80,0.80
2017-01-20,San Antonio Spurs,Denver Nuggets,1.08,8.50,1,-10.13,-2.03,-911,18.20,-6.00,300,-3.61,0.02,-0.05,0.02,0.48,-0.55,1.67,3.45,2.24,3.00,4.60,9.80,10.80,-5.80,3.60,-0.40,-2.80,4.20
2017-01-20,LA Clippers,Minnesota Timberwolves,2.05,1.80,0,4.28,-3.54,-455,13.60,-6.00,144,2.09,0.01,-0.12,0.02,-1.22,-0.52,0.65,-2.05,1.04,10.20,5.00,-4.00,3.40,-2.00,2.20,1.20,0.40,1.20
2017-01-21,Philadelphia 76ers,Portland Trail Blazers,2.15,1.74,1,-3.79,7.22,158,0.40,-4.40,324,-6.55,0.06,0.14,0.07,-3.28,-0.84,0.39,-2.12,-1.66,-5.20,-2.40,-1.80,-2.60,-0.40,1.80,0.00,2.60,-1.40
2017-01-21,Charlotte Hornets,Toronto Raptors,1.83,2.00,1,-6.92,-5.97,-141,8.40,-3.80,-187,-2.41,0.01,0.01,0.00,-1.07,1.19,-0.23,-2.09,0.23,0.40,-0.40,4.20,-4.00,0.80,7.80,-1.00,-0.80,3.80
